statename,Districtname,block,pincode,,
Assam,Nagaon,Kampur,782427,,
Assam,Nagaon,Nagaon,782002,,
Assam,Nagaon,Nagaon,782003,,
Assam,Nagaon,Nagaon,782101,,
Assam,Nagaon,Nagaon,782102,,
Assam,Nagaon,Nagaon,782122,,
Assam,Nagaon,Nagaon,782124,,
Assam,Nagaon,Nagaon,782125,,
Assam,Nagaon,Nagaon,782135,,
Assam,Nagaon,Nagaon,782138,,
Assam,Nagaon,Nagaon,782140,,
Assam,Nagaon,Nagaon,782141,,
Assam,Nagaon,Nagaon,782142,,
Assam,Nagaon,Nagaon,782143,,
Assam,Nagaon,Nagaon,782144,,
Assam,Nagaon,Nagaon,782428,,
Assam,Nalbari,Adalbari,781372,,
Assam,Nalbari,Ahopa,781373,,
Assam,Nalbari,Allia,781369,,
Assam,Nalbari,Angardhowa,781344,,
Assam,Nalbari,Angarkata,781360,,
Assam,Nalbari,Arikuchi,781339,,
Assam,Nalbari,Bakuajari,781340,,
Assam,Nalbari,Bali,781378,,
Assam,Nalbari,Balikaria,781341,,
Assam,Nalbari,Balikuchi,781126,,
Assam,Nalbari,Balilecha,781334,,
Assam,Nalbari,Balowa,781310,,
Assam,Nalbari,Banagram,781303,,
Assam,Nalbari,Bangaon,781375,,
Assam,Nalbari,Barama,781346,,
Assam,Nalbari,Baramchari,781355,,
Assam,Nalbari,Barbari,781351,,
Assam,Nalbari,Barimakha,781333,,
Assam,Nalbari,Barkhetri,781312,,
Assam,Nalbari,Barkhetri,781337,,
Assam,Nalbari,Barkhetri,781338,,
Assam,Nalbari,Bartola,781138,,
Assam,Nalbari,Belsor,781304,,
Assam,Nalbari,Chaibari,781343,,
Assam,Nalbari,Chamata,781306,,
Assam,Nalbari,Gobradal,781370,,
Assam,Nalbari,Kamarkuchi,781347,,
Assam,Nalbari,Marowa,781348,,
Assam,Nalbari,Nagrijuli,781368,,
Assam,Nalbari,Nalbari,781335,,
Assam,Nalbari,Nalbari,781353,,
Assam,Nalbari,Nizdhamdhama,781349,,
Assam,Nalbari,Thamna,781377,,
Assam,Nalbari,Tihu,781371,,
Assam,Nalbari,,781374,,
Assam,North Cachar Hills,,788818,,
Assam,North Cachar Hills,,788819,,
Assam,North Cachar Hills,,788820,,
Assam,North Cachar Hills,,788830,,
Assam,North Cachar Hills,,788831,,
Assam,North Cachar Hills,,788832,,
Assam,North Cachar Hills,,788931,,
Assam,Sibsagar,Sibsagar,785640,,
Assam,Sibsagar,Sibsagar,785661,,
Assam,Sibsagar,Sibsagar,785662,,
Assam,Sibsagar,Sibsagar,785663,,
Assam,Sibsagar,Sibsagar,785664,,
Assam,Sibsagar,Sibsagar,785665,,
Assam,Sibsagar,Sibsagar,785667,,
Assam,Sibsagar,Sibsagar,785670,,
Assam,Sibsagar,Sibsagar,785673,,
Assam,Sibsagar,Sibsagar,785674,,
Assam,Sibsagar,Sibsagar,785680,,
Assam,Sibsagar,Sibsagar,785681,,
Assam,Sibsagar,Sibsagar,785682,,
Assam,Sibsagar,Sibsagar,785683,,
Assam,Sibsagar,Sibsagar,785684,,
Assam,Sibsagar,Sibsagar,785685,,
Assam,Sibsagar,Sibsagar,785686,,
Assam,Sibsagar,Sibsagar,785687,,
Assam,Sibsagar,Sibsagar,785688,,
Assam,Sibsagar,Sibsagar,785689,,
Assam,Sibsagar,Sibsagar,785690,,
Assam,Sibsagar,Sibsagar,785692,,
Assam,Sibsagar,Sibsagar,785693,,
Assam,Sibsagar,Sibsagar,785696,,
Assam,Sibsagar,Sibsagar,785697,,
Assam,Sibsagar,Sibsagar,785698,,
Assam,Sibsagar,Sibsagar,785701,,
Assam,Sibsagar,Sivasagar,785672,,
Assam,Sibsagar,,785669,,
Assam,Sonitpur,Alisinga,784112,,
Assam,Sonitpur,Bakola,784182,,
Assam,Sonitpur,Balipara,784101,,
Assam,Sonitpur,Bandarmari,784153,,
Assam,Sonitpur,Barangabari,784172,,
Assam,Sonitpur,Bedeti,784179,,
Assam,Sonitpur,Behali,784166,,
Assam,Sonitpur,Besesria,784150,,
Assam,Sonitpur,Bindukuri,784502,,
Assam,Sonitpur,Biswanathghat,784177,,
Assam,Sonitpur,Borgong,784167,,
Assam,Sonitpur,Borjuli,784504,,
Assam,Sonitpur,Borsola,784117,,
Assam,Sonitpur,Chariali,784176,,
Assam,Sonitpur,Chariduar,784103,,
Assam,Sonitpur,Darrang Panbari,784111,,
Assam,Sonitpur,Dekargaon,784501,,
Assam,Sonitpur,Dhekiajuli,784110,,
Assam,Sonitpur,Ghoramari,784105,,
Assam,Sonitpur,Gingia,784184,,
Assam,Sonitpur,Gohpur,784168,,
Assam,Sonitpur,Halem,784170,,
Assam,Sonitpur,Hazarapar,784001,,
Assam,Sonitpur,Howajan,784169,,
Assam,Sonitpur,Jamugurihat,784180,,
Assam,Sonitpur,Kalabari,784178,,
Assam,Sonitpur,Kaliabhomora,784027,,
Assam,Sonitpur,Karsontala,784189,,
Assam,Sonitpur,Ketekibari,784154,,
Assam,Sonitpur,Khalihamari,784026,,
Assam,Sonitpur,Lokra,784102,,
Assam,Sonitpur,Mijikajan,784173,,
Assam,Sonitpur,Missamari,784506,,
Assam,Sonitpur,Napaam,784028,,
Assam,Sonitpur,Pabhoi,784174,,
Assam,Sonitpur,Panchmile,784025,,
Assam,Sonitpur,Rangapara,784505,,
Assam,Sonitpur,Shalonibari,784104,,
Assam,Sonitpur,Sootea,784175,,
Assam,Sonitpur,Tetenbari,784171,,
Assam,Sonitpur,Tezpur,784010,,
Assam,Sonitpur,Thelamara,784149,,
Assam,Tinsukia,Chapakhowa,786154,,
Assam,Tinsukia,Chapakhowa,786155,,
Assam,Tinsukia,Chapakhowa,786157,,
Assam,Tinsukia,Chapakhowa,786158,,
Assam,Tinsukia,Doom Dooma,786150,,
Assam,Tinsukia,Doom Dooma,786151,,
Assam,Tinsukia,Doom Dooma,786152,,
Assam,Tinsukia,Doom Dooma,786156,,
Assam,Tinsukia,Doom Dooma,786159,,
Assam,Tinsukia,Doom Dooma,786160,,
Assam,Tinsukia,Doomdooma,786153,,
Assam,Tinsukia,Doomdooma,786170,,
Assam,Tinsukia,Doomdooma,786190,,
Assam,Tinsukia,Margfherita,786182,,
Assam,Tinsukia,Margherita,786171,,
Assam,Tinsukia,Margherita,786173,,
Assam,Tinsukia,Margherita,786174,,
Assam,Tinsukia,Margherita,786179,,
Assam,Tinsukia,Margherita,786181,,
Assam,Tinsukia,Margherita,786187,,
Assam,Tinsukia,Margherita,786188,,
Assam,Tinsukia,Teghakhat,786601,,
Assam,Tinsukia,Tinsukia,786125,,
Assam,Tinsukia,Tinsukia,786126,,
Assam,Tinsukia,Tinsukia,786145,,
Assam,Tinsukia,Tinsukia,786146,,
Assam,Tinsukia,Tinsukia,786147,,
Assam,Tinsukia,Tinsukia,786192,,
Bihar,Araria,Araira,854334,,
Bihar,Araria,Araraia,854312,,
Bihar,Araria,Araraia,854336,,
Bihar,Araria,Araria,854311,,
Bihar,Araria,Araria,854316,,
Bihar,Araria,Araria,854318,,
Bihar,Araria,Araria,854328,,
Bihar,Araria,Araria,854329,,
Bihar,Araria,Araria,854331,,
Bihar,Araria,Araria,854332,,
Bihar,Araria,Araria,854333,,
Bihar,Araria,Araria,854335,,
Bihar,Araria,Purnea,854102,,
Bihar,Araria,Purnea,854325,,
Bihar,Arwal,Arwal,804401,,
Bihar,Arwal,Arwal,804402,,
Bihar,Arwal,Kaler,824115,,
Bihar,Arwal,Kaler,824127,,
Bihar,Arwal,Karpi,804419,,
Bihar,Arwal,Kurtha,804427,,
Bihar,Aurangabad,Amba,824111,,
Bihar,Aurangabad,Aurangabad,824101,,
Bihar,Aurangabad,Aurangabad,824102,,
Bihar,Aurangabad,Aurangabad,824121,,
Bihar,Aurangabad,Barun,824112,,
Bihar,Aurangabad,Barun,824124,,
Bihar,Aurangabad,Daudnagar,824113,,
Bihar,Aurangabad,Daudnagar,824143,,
Bihar,Aurangabad,Deo,824202,,
Bihar,Aurangabad,Deo,824216,,
Bihar,Aurangabad,Goh,824114,,
Bihar,Aurangabad,Goh,824129,,
Bihar,Aurangabad,Goh,824203,,
Bihar,Aurangabad,Haspura,824120,,
Bihar,Aurangabad,Konch,824207,,
Bihar,Aurangabad,Kutumba,824123,,
Bihar,Aurangabad,Madanpur,824103,,
Bihar,Aurangabad,Madanpur,824208,,
Bihar,Aurangabad,Madanpur,824219,,
Bihar,Aurangabad,Nabi Nagar,824302,,
Bihar,Aurangabad,Nabinagar,824301,,
Bihar,Aurangabad,Nabinagar,824303,,
Bihar,Aurangabad,Rafigang,824122,,
Bihar,Aurangabad,Rafiganj,824116,,
Bihar,Aurangabad,Rafiganj,824125,,
Bihar,Banka,Amarpur,813101,,
Bihar,Banka,Amarpur,813102,,
Bihar,Banka,Amarpur,813106,,
Bihar,Banka,Banka,813103,,
Bihar,Banka,Banka,813104,,
Bihar,Banka,Banka,813107,,
Bihar,Banka,Banka,813108,,
Bihar,Banka,Banka,813109,,
Bihar,Banka,Banka,813110,,
Bihar,Banka,Banka,813202,,
Bihar,Banka,Banka,813211,,
Bihar,Banka,Banka,814131,,
Bihar,Banka,Bausi,813201,,
Bihar,Banka,Belhar,813207,,
Bihar,Banka,Belhar,813212,,
Bihar,Banka,Chandan,811308,,
Bihar,Banka,Dharia,813205,,
Bihar,Banka,Dhuraiya,813105,,
Bihar,Banka,Katoria,813221,,
Bihar,Begusarai,Balia,851211,,
Bihar,Begusarai,Barauni,851112,,
Bihar,Begusarai,Begusarai,848201,,
Bihar,Begusarai,Begusarai,848202,,
Bihar,Begusarai,Begusarai,848204,,
Bihar,Begusarai,Begusarai,851101,,
Bihar,Begusarai,Begusarai,851111,,
Bihar,Begusarai,Begusarai,851113,,
Bihar,Begusarai,Begusarai,851114,,
Bihar,Begusarai,Begusarai,851115,,
Bihar,Begusarai,Begusarai,851116,,
Bihar,Begusarai,Begusarai,851117,,
Bihar,Begusarai,Begusarai,851118,,
Bihar,Begusarai,Begusarai,851126,,
Bihar,Begusarai,Begusarai,851127,,
Bihar,Begusarai,Begusarai,851128,,
Bihar,Begusarai,Begusarai,851129,,
Bihar,Begusarai,Begusarai,851130,,
Bihar,Begusarai,Begusarai,851131,,
Bihar,Begusarai,Begusarai,851132,,
Bihar,Begusarai,Begusarai,851133,,
Bihar,Begusarai,Begusarai,851134,,
Bihar,Begusarai,Begusarai,851135,,
Bihar,Begusarai,Begusarai,851210,,
Bihar,Begusarai,Begusarai,851217,,
Bihar,Begusarai,Begusarai,851218,,
Bihar,Begusarai,Begusarai H.o,851120,,
Bihar,Begusarai,Khagaria,851215,,
Bihar,Begusarai,Samho,811106,,
Bihar,Bhagalpur,Bhipur,853201,,
Bihar,Bhagalpur,Colgong,812006,,
Bihar,Bhagalpur,Colgong,813204,,
Bihar,Bhagalpur,Colgong,813209,,
Bihar,Bhagalpur,Colgong,813214,,
Bihar,Bhagalpur,Colgong,813222,,
Bihar,Bhagalpur,Gopalpur,853204,,
Bihar,Bhagalpur,Gopalpur,853205,,
Bihar,Bhagalpur,Goradih,813210,,
Bihar,Bhagalpur,Jagdishpur,812001,,
Bihar,Bhagalpur,Jagdishpur,812002,,
Bihar,Bhagalpur,Jagdishpur,812003,,
Bihar,Bhagalpur,Jagdishpur,812005,,
Bihar,Bhagalpur,Jagdishpur,812007,,
Bihar,Bhagalpur,Jagdishpur,813113,,
Bihar,Bhagalpur,Kahalgaon,813203,,
Bihar,Bhagalpur,Kharik,853202,,
Bihar,Bhagalpur,Narayanpur,813213,,
Bihar,Bhagalpur,Narayanpur,853203,,
Bihar,Bhagalpur,Nathnagar,812004,,
Bihar,Bhagalpur,Pirpainti,813206,,
Bihar,Bhagalpur,Sultanganj,811211,,
Bihar,Bhojpur,Agiaon,802201,,
Bihar,Bhojpur,Arrah,802156,,
Bihar,Bhojpur,Arrah,802157,,
Bihar,Bhojpur,Arrah,802160,,
Bihar,Bhojpur,Arrah,802161,,
Bihar,Bhojpur,Arrah,802162,,
Bihar,Bhojpur,Arrah,802163,,
Bihar,Bhojpur,Arrah,802164,,
Bihar,Bhojpur,Arrah,802166,,
Bihar,Bhojpur,Arrah,802203,,
Bihar,Bhojpur,Arrah,802206,,
Bihar,Bhojpur,Arrah,802209,,
Bihar,Bhojpur,Arrah,802210,,
Bihar,Bhojpur,Arrah,802301,,
Bihar,Bhojpur,Arrah,802302,,
Bihar,Bhojpur,Arrah,802311,,
Bihar,Bhojpur,Arrah,802312,,
Bihar,Bhojpur,Arrah,802313,,
Bihar,Bhojpur,Arrah,802314,,
Bihar,Bhojpur,Arrah,802316,,
Bihar,Bhojpur,Arrah,802351,,
Bihar,Bhojpur,Arrah,802352,,
Bihar,Bhojpur,Barhara,841312,,
Bihar,Bhojpur,Behea,802152,,
Bihar,Bhojpur,Behea,802154,,
Bihar,Bhojpur,Jagdishpur,802155,,
Bihar,Bhojpur,Jagdishpur,802158,,
Bihar,Bhojpur,Jagdishpur,802159,,
Bihar,Bhojpur,Jagdishpur,802165,,
Bihar,Bhojpur,Jagdishpur,802183,,
Bihar,Bhojpur,Piro,802204,,
Bihar,Bhojpur,Piro,802207,,
Bihar,Bhojpur,Piru,802202,,
Bihar,Bhojpur,Piru,802205,,
Bihar,Bhojpur,Piru,802208,,
Bihar,Bhojpur,Piru,802222,,
Bihar,Bhojpur,Piru,802223,,
Bihar,Buxar,Barhampur,802112,,
Bihar,Buxar,Barhampur,802134,,
Bihar,Buxar,Buxar,802101,,
Bihar,Buxar,Buxar,802102,,
Bihar,Buxar,Buxar,802103,,
Bihar,Buxar,Buxar,802116,,
Bihar,Buxar,Buxar,802128,,
Bihar,Buxar,Buxar,802135,,
Bihar,Buxar,Chakki,802111,,
Bihar,Buxar,Chausa,802114,,
Bihar,Buxar,Dumraon,802115,,
Bihar,Buxar,Dumraon,802119,,
Bihar,Buxar,Dumraon,802120,,
Bihar,Buxar,Dumraon,802126,,
Bihar,Buxar,Dumraon,802127,,
Bihar,Buxar,Dumraon,802129,,
Bihar,Buxar,Dumraon,802130,,
Bihar,Buxar,Dumraon,802133,,
Bihar,Buxar,Dumraon ,802136,,
Bihar,Buxar,Itarhi,802123,,
Bihar,Buxar,Kesath ,802125,,
Bihar,Buxar,Nawanagar,802131,,
Bihar,Buxar,Rajpur,802113,,
Bihar,Buxar,Rajpur,802117,,
Bihar,Buxar,Rajpur,802122,,
Bihar,Buxar,Simri,802118,,
Bihar,Darbhanga,Beniipur],847201,,
Bihar,Darbhanga,Benipur,847103,,
Bihar,Darbhanga,Benipur,847204,,
Bihar,Darbhanga,Benipur,847233,,
Bihar,Darbhanga,Benipur,847239,,
Bihar,Darbhanga,Benipur,847405,,
Bihar,Darbhanga,Benipur,847422,,
Bihar,Darbhanga,Benipur,847423,,
Bihar,Darbhanga,Biraul,847203,,
Bihar,Darbhanga,Biraul,847427,,
Bihar,Darbhanga,Darbhanga,846001,,
Bihar,Darbhanga,Darbhanga,846002,,
Bihar,Darbhanga,Darbhanga,846003,,
Bihar,Darbhanga,Darbhanga,846004,,
Bihar,Darbhanga,Darbhanga,846005,,
Bihar,Darbhanga,Darbhanga,846007,,
Bihar,Darbhanga,Darbhanga,846009,,
Bihar,Darbhanga,Darbhanga,847101,,
Bihar,Darbhanga,Darbhanga,847104,,
Bihar,Darbhanga,Darbhanga,847105,,
Bihar,Darbhanga,Darbhanga,847106,,
Bihar,Darbhanga,Darbhanga,847107,,
Bihar,Darbhanga,Darbhanga,847115,,
Bihar,Darbhanga,Darbhanga,847121,,
Bihar,Darbhanga,Darbhanga,847122,,
Bihar,Darbhanga,Darbhanga,847123,,
Bihar,Darbhanga,Darbhanga,847301,,
Bihar,Darbhanga,Darbhanga,847302,,
Bihar,Darbhanga,Darbhanga,847303,,
Bihar,Darbhanga,Darbhanga,847304,,
Bihar,Darbhanga,Darbhanga,847306,,
Bihar,Darbhanga,Darbhanga,847307,,
Bihar,Darbhanga,Darbhanga,847337,,
Bihar,Darbhanga,Darbhanga,847407,,
Bihar,Darbhanga,Darbhanga,847424,,
Bihar,Darbhanga,Darbhanga,847428,,
Bihar,Darbhanga,Darbhanga,847429,,
Bihar,Darbhanga,Jale,847102,,
Bihar,Darbhanga,Samastipur,848205,,
Bihar,Darbhanga,Samastipur,848207,,
Bihar,Darbhanga,Samastipur,848209,,
Bihar,Darbhanga,Samastipur,848213,,
Bihar,Darbhanga,Samastipur,848506,,
Bihar,Darbhanga,,846006,,
Bihar,Darbhanga,,846008,,
Bihar,Darbhanga,,852216,,
Bihar,East Champaran,Adapur,845302,,
Bihar,East Champaran,Areraj,845305,,
Bihar,East Champaran,Areraj,845411,,
Bihar,East Champaran,Areraj,845417,,
Bihar,East Champaran,Areraj,845419,,
Bihar,East Champaran,Areraj,845423,,
Bihar,East Champaran,Areraj,845425,,
Bihar,East Champaran,Areraj,845434,,
Bihar,East Champaran,Areraj,845440,,
Bihar,East Champaran,Areraj,845458,,
Bihar,East Champaran,Banjaria,845435,,
Bihar,East Champaran,Chakia,845406,,
Bihar,East Champaran,Chakia,845412,,
Bihar,East Champaran,Chakia,845413,,
Bihar,East Champaran,Chakia,845424,,
Bihar,East Champaran,Chakia,845426,,
Bihar,East Champaran,Chakia(Pipra),845416,,
Bihar,East Champaran,Chiraia,845315,,
Bihar,East Champaran,Chiraia,845415,,
Bihar,East Champaran,Dhaka,845303,,
Bihar,East Champaran,Dhaka,845304,,
Bihar,East Champaran,Dhaka,845418,,
Bihar,East Champaran,Dhaka,845427,,
Bihar,East Champaran,Dhaka,845457,,
Bihar,East Champaran,Harsidhi,845422,,
Bihar,East Champaran,Kalyanpur,845432,,
Bihar,East Champaran,Madhuban,845420,,
Bihar,East Champaran,Motihari,845401,,
Bihar,East Champaran,Motihari,845429,,
Bihar,East Champaran,Motihari,845436,,
Bihar,East Champaran,Motihari,845437,,
Bihar,East Champaran,Motihari,845456,,
Bihar,East Champaran,P.dayal,845414,,
Bihar,East Champaran,P.dayal,845430,,
Bihar,East Champaran,Pakari Dayal,845428,,
Bihar,East Champaran,Ramgarhwa,845431,,
Bihar,East Champaran,Ramgarhwa,845433,,
Bihar,East Champaran,Raxaul,845301,,
Bihar,Gaya,Arwal,804421,,
Bihar,Gaya,Arwal,804428,,
Bihar,Gaya,Arwal,804430,,
Bihar,Gaya,Atri,805135,,
Bihar,Gaya,Atri,805236,,
Bihar,Gaya,Atri,823311,,
Bihar,Gaya,Atri,824233,,
Bihar,Gaya,Bankey Bajar,824217,,
Bihar,Gaya,Barachatti,824201,,
Bihar,Gaya,Barachatti,824220,,
Bihar,Gaya,Belaganj,804403,,
Bihar,Gaya,Belaganj,804435,,
Bihar,Gaya,Belaganj,824235,,
Bihar,Gaya,Belaganj,824236,,
Bihar,Gaya,Bodh Gaya,824234,,
Bihar,Gaya,Bodh Gaya,824237,,
Bihar,Gaya,Bodhgaya,823004,,
Bihar,Gaya,Bodhgaya,824231,,
Bihar,Gaya,Fatehpur,824232,,
Bihar,Gaya,G.mills,824118,,
Bihar,Gaya,Gaya,804404,,
Bihar,Gaya,Gaya,823001,,
Bihar,Gaya,Gaya,823002,,
Bihar,Gaya,Gaya,823003,,
Bihar,Gaya,Gaya,823005,,
Bihar,Gaya,Gurua,824205,,
Bihar,Gaya,Imamganj,824206,,
Bihar,Gaya,Imamganj,824221,,
Bihar,Gaya,Karpi,804423,,
Bihar,Gaya,Karpi,804426,,
Bihar,Gaya,Paraiya,824209,,
Bihar,Gaya,Raniganj,824210,,
Bihar,Gaya,Shergahati,824211,,
Bihar,Gaya,Tekari,804424,,
Bihar,Gaya,,805109,,
Bihar,Gaya,,805128,,
Bihar,Gaya,,805129,,
Bihar,Gaya,,805131,,
Bihar,Gopalganj,Gopal,ganj,,
Bihar,Gopalganj,Gopalgan J,841437,,
Bihar,Gopalganj,Gopalganj,841405,,
Bihar,Gopalganj,Gopalganj,841407,,
Bihar,Gopalganj,Gopalganj,841409,,
Bihar,Gopalganj,Gopalganj,841413,,
Bihar,Gopalganj,Gopalganj,841420,,
Bihar,Gopalganj,Gopalganj,841423,,
Bihar,Gopalganj,Gopalganj,841425,,
Bihar,Gopalganj,Gopalganj,841426,,
Bihar,Gopalganj,Gopalganj,841427,,
Bihar,Gopalganj,Gopalganj,841428,,
Bihar,Gopalganj,Gopalganj,841436,,
Bihar,Gopalganj,Gopalganj,841438,,
Bihar,Gopalganj,Gopalganj,841440,,
Bihar,Gopalganj,Gopalganj,841441,,
Bihar,Gopalganj,Gopalganj,841501,,
Bihar,Gopalganj,Gopalganj,841503,,
Bihar,Gopalganj,Gopalganj,841505,,
Bihar,Gopalganj,Gopalganj,841508,,
Bihar,Jamui,Aliganj,811301,,
Bihar,Jamui,Barahat,811313,,
Bihar,Jamui,Barhat,811305,,
Bihar,Jamui,Chakai,811303,,
Bihar,Jamui,Chakai,811316,,
Bihar,Jamui,Jamui,811307,,
Bihar,Jamui,Jamui,811311,,
Bihar,Jamui,Jamui,811317,,
Bihar,Jamui,Khaira,811314,,
Bihar,Jamui,Laxmipur,811312,,
Bihar,Jamui,Sikandra,811315,,
Bihar,Jehanabad,Ghoshi,804406,,
Bihar,Jehanabad,Hulasganj,804407,,
Bihar,Jehanabad,Jehanabad,804405,,
Bihar,Jehanabad,Jehanabad,804408,,
Bihar,Jehanabad,Jehanabad,804417,,
Bihar,Jehanabad,Jehanabad,804418,,
Bihar,Jehanabad,Jehanabad,804420,,
Bihar,Jehanabad,Jehanabad,804422,,
Bihar,Jehanabad,Jehanabad,804425,,
Bihar,Jehanabad,Jehanabad,804429,,
Bihar,Jehanabad,Jehanabad,804432,,
Bihar,Jehanabad,Jehanabad,804434,,
Bihar,Kaimur (Bhabua),Adhaura,821102,,
Bihar,Kaimur (Bhabua),Bhabua,821101,,
Bihar,Kaimur (Bhabua),Bhabua,821108,,
Bihar,Kaimur (Bhabua),Bhabua,821109,,
Bihar,Kaimur (Bhabua),Chainpur,802218,,
Bihar,Kaimur (Bhabua),Chainpur,821103,,
Bihar,Kaimur (Bhabua),Chainpur,821106,,
Bihar,Kaimur (Bhabua),Chainpur,821110,,
Bihar,Kaimur (Bhabua),Durgawati,821105,,
Bihar,Kaimur (Bhabua),Mohania,802132,,
Bihar,Kaimur (Bhabua),Mohania,802213,,
Bihar,Kaimur (Bhabua),Rampur,821104,,
Bihar,Katihar,Kaihar,855102,,
Bihar,Katihar,Katihar,854101,,
Bihar,Katihar,Katihar,854103,,
Bihar,Katihar,Katihar,854104,,
Bihar,Katihar,Katihar,854105,,
Bihar,Katihar,Katihar,854106,,
Bihar,Katihar,Katihar,854107,,
Bihar,Katihar,Katihar,854108,,
Bihar,Katihar,Katihar,854109,,
Bihar,Katihar,Katihar,854113,,
Bihar,Katihar,Katihar,854114,,
Bihar,Katihar,Katihar,854115,,
Bihar,Katihar,Katihar,854116,,
Bihar,Katihar,Katihar,854117,,
Bihar,Katihar,Katihar,854317,,
Bihar,Katihar,Katihar,855105,,
Bihar,Katihar,Katihar,855113,,
Bihar,Katihar,Katihar,855114,,
Bihar,Katihar,,854112,,
Bihar,Khagaria,Beldaur,852161,,
Bihar,Khagaria,Khagaria,811202,,
Bihar,Khagaria,Khagaria,848203,,
Bihar,Khagaria,Khagaria,851201,,
Bihar,Khagaria,Khagaria,851202,,
Bihar,Khagaria,Khagaria,851203,,
Bihar,Khagaria,Khagaria,851204,,
Bihar,Khagaria,Khagaria,851205,,
Bihar,Khagaria,Khagaria,851212,,
Bihar,Khagaria,Khagaria,851213,,
Bihar,Khagaria,Khagaria,851214,,
Bihar,Khagaria,Khagaria,851216,,
Bihar,Kishanganj,Kishaganj,855101,,
Bihar,Kishanganj,Kishanaganj,855115,,
Bihar,Kishanganj,Kishanagnj,855107,,
Bihar,Kishanganj,Kishanganj,855106,,
Bihar,Kishanganj,Kishanganj,855108,,
Bihar,Kishanganj,Kishanganj,855116,,
Bihar,Kishanganj,Kishanganj,855117,,
Bihar,Lakhisarai,Bandhu Bagicha,811310,,
Bihar,Lakhisarai,Barhiya,811302,,
Bihar,Lakhisarai,Halsi,811107,,
Bihar,Lakhisarai,Halsi,811304,,
Bihar,Lakhisarai,Lakhisarai,811201,,
Bihar,Lakhisarai,Lakhisarai,811309,,
Bihar,Lakhisarai,Surajgarha,811112,,
Bihar,Madhepura,Alamnagar,852219,,
Bihar,Madhepura,Bihariganj,852101,,
Bihar,Madhepura,Chausa,852213,,
Bihar,Madhepura,Chousa,852116,,
Bihar,Madhepura,Gamharia,852108,,
Bihar,Madhepura,Gwalapara,852115,,
Bihar,Madhepura,Kishanganj,852220,,
Bihar,Madhepura,Kumarkhan,852112,,
Bihar,Madhepura,Madhepura,852113,,
Bihar,Madhepura,Madhepura,852114,,
Bihar,Madhepura,Madhepura,852121,,
Bihar,Madhepura,Murliganj,852122,,
Bihar,Madhepura,Pipra Bazar,852218,,
Bihar,Madhepura,Shankarpur,852132,,
Bihar,Madhepura,Singheshwar,852128,,
Bihar,Madhepura,,852124,,
Bihar,Madhepura,,852127,,
Bihar,Madhepura,,852202,,
Bihar,Madhubani,Andhratharhi,847235,,
Bihar,Madhubani,Andhratharhi,847401,,
Bihar,Madhubani,Andhratharhi,847404,,
Bihar,Madhubani,Andhratharhi,847411,,
Bihar,Madhubani,Babubarhi,847224,,
Bihar,Madhubani,Basopatti,847225,,
Bihar,Madhubani,Benipatti,847222,,
Bihar,Madhubani,Benipatti,847223,,
Bihar,Madhubani,Benipatti,847227,,
Bihar,Madhubani,Benipatti,847229,,
Bihar,Madhubani,Benipatti,847230,,
Bihar,Madhubani,Benipatti,847231,,
Bihar,Madhubani,Benipatti,847305,,
Bihar,Madhubani,Benipatti,847308,,
Bihar,Madhubani,Ghoghardiha,847402,,
Bihar,Madhubani,Harlakhi,847240,,
Bihar,Madhubani,Jainagar,847226,,
Bihar,Madhubani,Jaynagar,847228,,
Bihar,Madhubani,Jhanjhapur,847109,,
Bihar,Madhubani,Jhanjharpur,847403,,
Bihar,Madhubani,Jhanjharpur,847408,,
Bihar,Madhubani,Jhanjharpur,847410,,
Bihar,Madhubani,Ladania,847232,,
Bihar,Madhubani,Laukaha,847108,,
Bihar,Madhubani,Laukahi,847452,,
Bihar,Madhubani,Madhubani,847211,,
Bihar,Madhubani,Madhubani,847212,,
Bihar,Madhubani,Madhubani,847213,,
Bihar,Madhubani,Madhubani,847214,,
Bihar,Madhubani,Madhubani,847215,,
Bihar,Madhubani,Madhubani,847234,,
Bihar,Madhubani,Madhubani,847236,,
Bihar,Madhubani,Madhubani,847238,,
Bihar,Madhubani,Madhubani,847421,,
Bihar,Madhubani,Phulaparas,847409,,
Bihar,Munger,Dahrhara,811212,,
Bihar,Munger,H Kharagpur,811213,,
Bihar,Munger,Jamalpur,811214,,
Bihar,Muzaffarpur,Aurai,843312,,
Bihar,Muzaffarpur,Bandra,843113,,
Bihar,Muzaffarpur,Bandra,843115,,
Bihar,Muzaffarpur,Bochaha,842004,,
Bihar,Muzaffarpur,Bochaha,843103,,
Bihar,Muzaffarpur,Bochaha,843118,,
Bihar,Muzaffarpur,Bochaha,843129,,
Bihar,Muzaffarpur,Kanti,843108,,
Bihar,Muzaffarpur,Kanti,843109,,
Bihar,Muzaffarpur,Kanti,843130,,
Bihar,Muzaffarpur,Katra,843321,,
Bihar,Muzaffarpur,Kurhani,843106,,
Bihar,Muzaffarpur,Kurhani,843119,,
Bihar,Muzaffarpur,Kurhani,844112,,
Bihar,Muzaffarpur,Kurhani,844118,,
Bihar,Muzaffarpur,Kurhani,844120,,
Bihar,Muzaffarpur,Kurhani,844127,,
Bihar,Muzaffarpur,Marwan,843143,,
Bihar,Muzaffarpur,Minapur,843117,,
Bihar,Muzaffarpur,Minapur,843126,,
